,gid,cctv_yn,gbn,camera_yn,signal_count,rd_type,crosswalks_count,crsswlk_type,crsswlk_wdth,crsswlk_lngth,speed_bumps_count,fac_hght,fac_wdth,fac_lngth,fac_type,cctv_state,road_bt,child_zones_yn,acc_density
4222,다사634058,0,없음,0,0,없음,0,0,0.0,0.0,2,10.0,360.0,450.0,없음,없음,0.0,0,low
4231,다사634067,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4232,다사634068,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4236,다사635035,0,없음,0,13,지방도,2,1,5.0,18.0,2,10.0,360.0,1150.0,없음,없음,0.0,0,low
4239,다사635038,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4251,다사635051,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4267,다사635067,0,없음,0,1,국가지원지방도,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4269,다사635069,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4270,다사636035,0,없음,0,2,지방도,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4271,다사636036,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4272,다사636037,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4287,다사636055,0,없음,0,1,기타,1,4,8.0,15.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4288,다사636056,0,없음,0,3,기타,2,4,5.0,9.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4289,다사636057,1,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4293,다사636061,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4299,다사636067,0,없음,0,6,국가지원지방도,1,1,8.0,21.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4303,다사637036,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4304,다사637037,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4325,다사637063,0,없음,0,1,기타,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4326,다사637064,0,없음,0,0,없음,1,1,6.0,20.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4329,다사637067,0,없음,0,2,국가지원지방도,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4332,다사638035,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4359,다사638067,0,없음,0,4,국가지원지방도,1,1,8.0,26.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4386,다사639067,0,없음,0,5,국가지원지방도,1,1,9.0,27.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4409,다사640063,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4411,다사640065,0,없음,0,2,국가지원지방도,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4412,다사640066,0,없음,0,4,국가지원지방도,1,1,5.0,14.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4435,다사641064,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
4436,다사641065,0,없음,0,0,없음,0,0,0.0,0.0,0,0.0,0.0,0.0,없음,없음,0.0,0,low
